ID,CoverageField2A,CoverageField4B,CoverageField11A,SalesField2B,SalesField8,SalesField13,PersonalField4A,PersonalField9,PersonalField13,PersonalField24,PersonalField29,PersonalField34,PersonalField39,PersonalField44,PersonalField49,PersonalField54,PersonalField59,PersonalField64,PersonalField69,PersonalField74,PersonalField79,PropertyField1A,PropertyField8,PropertyField12,PropertyField17,PropertyField21B,PropertyField26A,PropertyField39B,GeographicField3A,GeographicField5B,GeographicField8A,GeographicField10B,GeographicField13A,GeographicField15B,GeographicField18A,GeographicField20B,GeographicField23A,GeographicField25B,GeographicField28A,GeographicField30B,GeographicField33A,GeographicField35B,GeographicField38A,GeographicField40B,GeographicField43A,GeographicField45B,GeographicField48A,GeographicField50B,GeographicField53A,GeographicField55B,GeographicField58A,GeographicField60B,TARGET
369864,16,22,4,1,42374,0,13,2,2,0,2,1,0,0,0,0,0,0,0,0,0,2,1,4,1,23,12,11,12,13,2,25,2,3,-1,4,-1,15,6,7,13,6,6,8,10,4,7,1,7,24,13,18,0
139323,1,1,22,23,21863,0,6,1,2,1,1,1,0,0,0,1,0,0,0,0,1,19,0,2,0,1,4,17,8,19,5,25,5,14,-1,25,-1,12,5,19,2,19,8,17,16,15,10,4,9,22,15,6,0
413646,7,10,9,21,38747,0,21,2,2,0,1,1,0,0,0,0,0,0,0,0,0,8,1,4,1,11,13,12,12,13,24,25,24,24,-1,18,-1,21,15,7,4,5,8,25,11,11,11,10,21,11,10,16,0
81867,3,3,14,12,4499,0,2,3,2,0,2,1,0,0,0,0,0,0,0,0,0,18,0,4,1,3,10,18,11,13,2,25,2,11,-1,16,-1,20,8,21,18,15,14,5,10,2,10,15,11,19,25,16,0
36492,1,1,25,13,66667,0,3,3,2,0,2,1,0,0,0,0,0,0,0,0,0,12,1,4,0,1,4,15,6,13,2,25,2,2,-1,3,-1,12,6,10,16,24,14,8,8,2,15,12,16,15,11,7,0
81027,6,9,9,7,52386,1,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,21,0,1,0,10,9,18,16,15,5,25,5,8,-1,19,-1,2,5,7,6,7,9,17,9,13,22,22,20,7,13,19,1
274078,7,10,9,5,7251,0,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0,2,1,4,1,11,16,17,10,13,2,25,2,5,-1,1,-1,25,16,5,10,7,4,2,9,6,8,2,9,22,13,13,0
154598,4,5,25,7,4772,0,6,2,2,0,3,1,0,1,0,0,0,0,0,1,0,22,0,2,1,5,11,16,12,13,2,25,2,15,-1,15,-1,14,10,13,13,22,11,7,7,1,9,5,18,19,15,19,1
208348,6,8,10,17,10412,0,-1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,8,0,4,1,8,6,2,12,13,1,25,2,2,-1,6,-1,24,9,2,12,18,12,1,6,2,11,4,10,23,10,18,0
228925,12,19,6,12,52846,0,10,2,2,0,2,1,0,0,0,0,0,0,0,0,0,4,1,4,1,19,6,3,25,13,2,25,2,4,-1,12,-1,16,3,2,17,14,1,2,3,23,22,22,20,6,3,22,0
335339,6,8,10,19,33322,0,10,2,2,0,1,1,0,0,0,0,0,0,0,0,0,8,1,4,1,9,13,15,13,14,24,25,24,25,-1,15,-1,8,12,8,7,5,7,25,11,11,13,13,18,9,13,8,0
279169,10,17,7,22,24751,0,6,2,2,0,1,1,0,0,0,0,0,0,0,0,0,13,1,1,0,17,11,2,4,13,13,25,11,19,-1,2,-1,1,8,17,4,9,10,23,11,7,15,3,19,13,15,3,0
243702,7,11,23,15,15320,0,9,1,2,0,1,1,0,0,0,0,0,0,0,0,0,24,0,2,0,11,6,15,4,20,5,25,5,11,-1,19,-1,5,9,23,3,11,16,21,11,20,18,15,15,21,20,4,0
288193,7,11,4,11,924,0,14,2,2,0,1,1,0,0,0,0,0,0,0,0,0,8,1,3,1,12,9,14,14,13,9,25,9,12,-1,9,-1,1,6,14,11,15,8,22,14,9,17,4,18,15,7,12,0
239340,6,9,9,19,10220,0,22,2,2,0,2,1,0,0,0,0,0,0,0,0,0,23,0,2,0,10,7,13,8,13,2,25,2,3,-1,2,-1,20,6,21,19,17,9,5,8,3,10,16,12,20,14,10,1
365938,10,16,7,8,52430,0,11,2,2,0,2,1,0,0,0,0,0,0,0,0,0,16,1,2,1,17,14,5,4,13,1,25,2,2,-1,1,-1,20,9,19,14,15,17,5,8,4,14,9,17,13,13,2,0
85195,11,18,6,7,65193,0,23,2,2,0,2,1,0,0,0,0,0,0,0,0,0,24,1,4,1,19,2,3,18,13,2,25,2,8,-1,20,-1,23,4,23,14,11,6,5,3,24,18,20,21,7,8,19,0
266196,9,14,3,7,12300,0,6,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,0,4,1,15,4,17,4,13,2,25,2,17,-1,17,-1,24,25,21,4,3,9,4,3,24,8,9,7,24,17,2,0
294254,12,24,6,24,17759,0,7,2,2,0,1,1,0,0,0,0,0,0,0,0,0,4,1,3,1,19,22,13,15,25,14,25,14,22,-1,6,-1,4,3,1,12,7,2,1,20,19,15,15,19,9,5,18,0
155254,16,22,2,25,22684,0,-1,1,2,0,2,1,0,0,0,0,0,0,0,0,0,4,0,4,1,22,25,11,25,25,14,25,14,22,-1,9,-1,10,7,9,13,4,6,25,22,20,17,22,21,5,18,23,0
43358,5,5,2,16,51774,0,6,3,2,0,2,1,0,0,0,0,0,0,0,0,0,21,1,2,0,6,14,22,4,13,2,25,2,5,-1,19,-1,15,9,17,10,21,10,2,7,6,13,10,14,15,13,5,1
230386,6,25,5,13,3250,0,25,2,2,0,1,1,0,0,0,0,0,0,0,0,0,21,1,5,1,22,25,19,21,13,24,25,25,23,-1,5,25,11,10,23,1,1,7,21,12,6,10,9,24,2,25,19,0
183273,6,9,10,15,11384,0,7,2,2,0,2,1,0,0,0,0,0,0,0,0,0,8,1,4,1,9,11,10,7,13,2,25,2,18,-1,4,-1,25,14,4,14,13,4,3,1,8,10,4,11,19,11,9,0
432879,4,12,12,21,65161,0,7,2,2,0,1,1,0,0,0,0,0,0,0,0,0,4,1,4,1,4,13,23,13,15,25,25,24,24,-1,18,-1,21,9,3,4,5,4,24,9,12,8,5,15,13,9,10,0
68218,18,23,2,16,26723,0,1,2,2,0,3,1,0,1,0,0,0,0,0,1,0,9,0,4,2,23,4,1,18,13,2,25,2,8,-1,20,-1,23,4,23,14,11,6,5,3,24,18,20,21,7,8,19,0
368077,4,4,6,23,27377,0,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,0,4,0,5,13,22,7,16,22,25,24,23,-1,11,25,13,6,7,5,7,9,12,10,9,10,6,18,10,13,6,0
314137,17,23,11,7,15449,0,5,3,2,0,1,1,0,0,0,0,0,0,0,0,0,15,1,1,2,23,12,8,10,13,10,25,10,12,-1,18,-1,2,3,13,7,10,11,11,11,8,15,4,19,8,9,13,0
420414,11,18,6,17,19300,0,15,2,2,0,1,1,0,0,0,0,0,0,0,0,0,9,1,4,1,19,21,12,13,13,23,25,25,24,-1,15,-1,21,13,9,6,10,7,23,12,11,21,19,22,3,12,13,0
177265,2,2,16,12,2094,0,3,3,2,0,2,1,0,0,0,0,0,0,0,0,0,25,0,4,0,2,9,20,7,13,2,25,2,6,-1,17,-1,13,8,20,9,11,8,9,3,25,11,19,15,17,23,16,0
396809,23,24,3,6,33994,0,9,2,2,0,1,1,0,0,0,0,0,0,0,0,0,6,1,4,1,25,17,10,20,20,5,25,5,14,-1,21,-1,12,3,10,9,15,8,17,10,14,25,25,23,1,15,25,0
142134,17,22,4,21,4628,0,7,2,2,0,1,1,0,0,0,0,0,0,0,0,0,6,1,4,1,23,16,19,13,23,14,25,15,23,-1,1,-1,10,5,4,12,17,3,10,22,18,15,11,20,8,13,17,0
171379,12,19,2,3,18410,0,9,2,2,0,2,1,0,0,0,0,0,0,0,0,0,12,0,1,1,20,6,19,25,13,9,25,9,13,-1,13,-1,17,9,21,17,25,10,15,11,12,24,24,23,1,15,22,0
352133,5,15,11,21,27550,0,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,16,1,4,1,7,15,22,8,24,14,25,15,20,-1,9,-1,10,12,24,7,24,8,10,23,18,9,23,22,4,8,7,0
346579,19,23,10,17,32189,0,9,3,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,1,24,25,6,18,13,21,25,23,19,-1,17,25,19,5,4,7,10,6,25,15,13,16,23,24,1,15,10,0
320830,16,22,2,22,20658,0,10,1,2,0,3,1,0,1,0,0,0,0,0,1,0,7,0,4,1,22,5,4,22,13,23,25,24,22,-1,15,-1,18,8,23,11,3,7,23,17,10,15,17,22,8,1,23,0
87416,8,13,4,8,38230,0,15,2,2,0,2,1,0,0,0,0,0,0,0,0,0,7,0,1,0,14,4,20,10,13,10,25,9,13,-1,11,-1,17,10,18,7,23,8,12,12,14,15,9,16,15,9,11,0
383735,11,17,3,22,765,0,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,5,1,4,1,18,11,21,20,25,13,25,13,22,-1,6,-1,11,3,1,10,5,2,1,22,16,17,19,21,7,6,23,0
28772,5,15,5,24,30426,1,22,2,2,0,1,1,0,0,0,0,0,0,0,0,0,17,1,1,0,6,10,11,7,13,9,25,9,13,-1,15,-1,17,25,24,5,22,10,14,10,13,3,1,6,23,8,12,0
345746,6,9,9,4,40557,0,20,2,2,0,1,1,0,0,0,0,0,0,0,0,0,10,0,3,0,9,9,18,5,15,5,25,5,7,-1,19,-1,2,2,21,5,15,14,15,11,15,14,4,12,17,23,7,1
278161,25,25,3,17,4037,0,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,5,1,4,1,25,18,8,19,13,23,25,24,22,-1,14,-1,4,6,8,14,5,8,25,14,8,15,6,20,8,15,16,0
223840,11,18,6,8,3428,0,16,2,2,0,1,1,0,0,0,0,0,0,0,0,0,14,1,3,0,18,12,2,9,13,13,25,11,19,-1,3,-1,2,4,20,5,9,9,20,11,7,17,4,20,7,11,12,0
51255,12,19,3,7,57606,0,8,2,2,0,2,1,0,0,0,0,0,0,0,0,0,6,0,2,1,19,5,13,20,13,10,25,9,12,-1,16,-1,3,8,21,7,17,14,22,8,12,21,18,22,5,9,24,0
330636,11,18,3,8,46846,0,19,3,2,0,1,1,0,0,0,0,0,0,0,0,0,4,1,1,1,18,17,21,6,13,13,25,11,19,-1,4,-1,1,5,11,5,14,11,25,13,7,22,19,24,2,19,9,0
56108,6,9,5,10,61866,0,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0,8,1,4,1,9,3,7,11,13,2,25,2,7,-1,11,-1,24,19,16,5,8,6,11,3,25,4,7,8,23,18,3,0
324658,7,11,9,8,30684,0,7,2,2,0,2,1,0,0,0,0,0,0,0,0,0,8,1,4,1,11,6,6,4,13,1,25,2,2,-1,7,-1,24,11,16,12,9,9,3,8,4,6,2,3,24,20,10,0
407872,5,20,2,14,7708,0,5,2,2,0,2,1,0,0,0,0,0,0,0,0,0,9,0,2,0,20,11,1,5,13,2,25,2,4,-1,11,-1,16,13,12,13,7,6,5,2,24,5,3,4,24,16,3,0
343904,6,8,5,7,40759,0,5,3,2,0,1,1,0,0,0,0,0,0,0,0,0,14,0,1,0,9,7,2,10,15,5,25,5,8,-1,19,-1,3,3,4,3,2,7,14,10,15,17,9,19,8,17,8,0
393870,25,25,2,4,985,0,8,2,2,0,1,1,0,0,0,0,0,0,0,0,0,25,1,3,2,25,23,9,21,16,5,25,5,11,-1,19,-1,8,9,10,8,18,16,20,11,22,25,25,25,1,4,25,1
369755,7,11,23,25,21332,0,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,10,1,4,1,12,21,23,5,16,24,25,24,25,-1,13,-1,18,15,20,5,11,8,23,12,10,9,15,19,22,14,1,0
341850,8,12,8,16,52077,0,21,2,2,0,2,1,0,0,0,0,0,0,0,0,0,15,1,2,1,12,13,8,17,13,2,25,2,2,-1,2,-1,20,21,24,22,24,18,9,9,5,19,18,17,17,5,12,1
320839,12,19,6,3,39899,0,15,2,2,0,2,1,0,0,0,0,0,0,0,0,0,9,0,4,1,19,2,2,13,13,1,25,1,2,-1,10,-1,16,13,11,11,10,4,2,3,23,16,13,15,15,14,6,0
187152,11,17,17,1,51669,1,6,2,2,0,2,1,0,0,0,0,0,0,0,0,0,2,1,4,0,18,2,4,11,13,2,25,2,3,25,1,-1,20,6,18,11,23,12,3,8,5,14,9,16,13,21,13,1
47044,10,17,17,17,13663,0,5,3,2,0,2,1,0,0,0,0,0,0,0,0,0,23,1,1,1,17,12,3,19,13,2,25,2,3,-1,1,-1,20,9,25,23,24,25,3,8,2,22,19,20,6,8,21,0
79109,21,25,3,15,22753,0,-1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,7,0,4,1,24,7,6,13,14,24,25,24,22,-1,16,-1,4,6,6,9,6,5,24,11,10,16,11,21,4,20,17,0
424102,7,10,4,5,22519,0,19,2,2,0,1,1,0,0,0,0,0,0,0,0,0,8,1,2,0,11,5,21,12,13,9,25,9,13,-1,10,-1,17,3,5,9,15,5,11,14,13,19,13,21,7,14,9,0
82778,3,2,25,10,53339,0,13,3,2,0,2,1,0,0,0,0,0,0,0,0,0,8,1,4,1,3,7,12,17,13,2,25,2,15,-1,14,-1,14,4,15,16,20,9,8,6,1,18,15,19,13,3,21,0
236401,6,9,9,5,9753,0,10,2,2,0,2,1,0,0,0,0,0,0,0,0,0,10,1,4,1,10,14,15,7,13,2,25,2,5,-1,5,-1,15,8,12,14,20,11,9,8,4,8,4,7,24,17,4,0
11592,5,7,11,20,26614,0,9,3,2,0,1,1,0,0,0,0,0,0,0,0,0,16,1,3,0,7,3,12,5,21,5,25,5,11,-1,23,-1,22,17,25,12,13,20,19,12,18,3,7,1,25,10,7,0
164123,10,16,7,8,8358,0,18,2,2,0,2,1,0,0,0,0,0,0,0,0,0,15,1,2,1,17,15,6,6,13,1,25,1,2,-1,8,-1,13,18,22,10,14,15,4,3,22,11,5,13,20,25,5,1
372575,7,11,4,12,11492,0,18,2,2,0,1,1,0,0,0,0,0,0,0,0,0,10,1,4,0,11,6,18,15,16,5,25,5,18,-1,21,-1,7,7,5,8,22,9,13,11,10,20,13,20,7,18,20,1
146610,9,14,7,3,34571,0,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,16,1,1,1,14,7,1,24,15,5,25,5,8,-1,22,-1,3,4,3,9,15,12,21,12,20,23,24,21,6,15,23,0
118641,5,6,25,22,52922,0,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,6,1,4,1,6,12,19,7,14,23,25,24,25,-1,16,-1,18,13,10,3,1,9,24,11,8,3,16,8,18,18,3,0
269164,17,23,2,5,4472,0,15,2,2,0,1,1,0,0,0,0,0,0,0,0,0,11,1,3,1,23,12,9,22,22,5,25,5,12,-1,23,-1,5,8,16,14,15,12,18,12,17,24,24,23,4,19,18,0
46035,7,11,4,12,20820,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,16,1,1,0,12,9,3,16,13,10,25,10,13,-1,14,-1,17,16,18,6,12,11,13,13,13,18,11,20,13,8,22,0
181217,10,16,18,18,54941,0,7,3,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,1,17,10,21,17,23,14,25,15,23,-1,3,-1,10,1,1,15,15,1,1,25,20,11,9,17,10,7,17,0
62332,4,4,13,13,57700,0,7,3,2,0,2,1,0,0,0,0,0,0,0,0,0,13,1,2,0,4,7,8,17,13,2,25,2,7,-1,11,-1,23,4,13,6,25,7,13,3,25,-1,-1,-1,-1,25,25,0
90868,7,10,4,21,51996,0,8,2,2,0,3,1,0,1,0,0,0,0,0,1,0,20,0,4,0,10,3,20,15,22,17,25,18,25,-1,6,-1,18,25,24,9,2,11,15,3,15,9,22,24,7,17,12,0
144965,14,24,5,4,21843,0,7,3,2,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,21,12,15,15,13,10,25,10,12,-1,16,-1,1,4,5,8,18,6,11,12,14,15,6,17,11,13,21,0
291449,13,20,5,6,12237,0,3,1,2,0,2,1,0,0,0,0,0,0,0,0,0,12,0,2,1,20,10,12,7,13,2,25,2,6,-1,16,-1,13,7,12,8,23,7,6,2,25,18,18,17,17,1,1,1
34895,7,11,9,14,62964,0,12,2,2,0,1,1,0,0,0,0,0,0,0,0,0,15,1,1,0,11,16,18,1,13,9,25,9,12,-1,9,-1,6,11,15,10,17,8,15,10,9,6,4,7,24,17,2,1
45293,17,23,4,21,29541,0,-1,1,2,0,2,1,0,0,0,0,0,0,0,0,0,14,0,4,1,23,18,2,13,13,2,25,2,2,-1,3,-1,20,12,9,25,25,17,2,8,3,10,18,14,19,10,14,0
356904,5,6,11,20,14089,0,19,3,2,0,1,1,0,0,0,0,0,0,0,0,0,5,1,4,1,7,13,20,18,22,19,25,21,25,-1,4,25,6,2,4,9,2,5,22,3,14,20,16,22,2,1,17,0
330590,8,14,8,2,50273,0,25,2,2,0,1,1,0,0,0,0,0,0,0,0,0,14,0,2,1,14,12,5,7,13,1,25,1,2,-1,10,-1,16,20,19,7,7,7,5,2,22,13,14,11,19,25,3,1
173706,8,13,4,3,24365,0,22,2,2,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,13,13,21,6,13,10,25,10,12,-1,15,-1,17,8,5,7,10,12,19,10,8,18,4,20,6,9,3,1
24269,17,25,4,19,36832,1,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,4,1,4,1,23,14,14,13,13,24,25,24,22,-1,14,-1,8,5,2,7,2,6,19,11,11,12,6,19,11,8,17,0
85459,12,19,3,17,33540,0,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,19,20,9,17,23,18,25,19,25,-1,6,25,13,7,3,6,2,5,12,15,13,20,21,22,1,7,20,0
366937,16,22,12,1,56978,0,14,2,2,0,2,1,0,0,0,0,0,0,0,0,0,14,1,4,2,22,12,11,17,13,2,25,2,11,-1,13,-1,11,6,15,25,25,15,7,10,3,23,23,25,2,5,21,0
63341,12,19,6,7,49360,0,10,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,19,11,17,14,21,5,25,5,16,-1,22,-1,6,3,2,7,8,11,14,10,14,25,25,23,2,5,17,1
305107,11,17,3,19,20161,0,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,13,1,4,1,18,12,22,16,21,5,25,5,16,-1,19,-1,8,7,12,8,8,15,11,14,14,22,22,22,4,13,13,1
209152,6,8,10,9,32857,1,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,7,1,4,0,9,6,20,7,13,2,25,2,3,-1,4,-1,15,11,2,12,12,8,2,8,2,7,1,6,24,9,10,1
257618,4,3,13,21,50291,0,5,3,2,0,1,1,0,0,0,0,0,0,0,0,0,3,1,4,0,4,12,22,9,14,23,25,25,24,-1,14,-1,21,25,10,5,11,8,22,11,9,5,3,11,19,10,9,0
233975,16,22,4,12,42170,0,11,2,2,0,1,1,0,0,0,0,0,0,0,0,0,4,1,1,1,22,14,16,14,19,5,25,5,17,-1,24,-1,13,4,3,6,11,8,15,13,7,15,6,13,17,11,15,0
305796,19,24,4,18,14759,0,11,2,2,0,1,1,0,0,0,0,0,0,0,0,0,15,1,4,1,24,25,4,18,24,13,25,14,22,-1,4,-1,10,18,20,5,5,12,13,22,18,21,21,24,2,5,14,0
281026,13,20,2,19,13149,0,11,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,0,4,2,20,5,11,21,24,14,25,15,22,-1,8,-1,4,4,1,15,14,4,25,25,15,19,19,24,4,8,21,0
139229,6,9,4,15,27400,0,6,2,2,0,2,1,0,0,0,0,0,0,0,0,0,17,1,2,1,10,15,17,11,13,2,25,2,18,-1,4,-1,25,24,19,11,8,11,9,1,8,16,10,16,16,11,14,0
271946,9,14,3,1,64013,0,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,3,1,4,0,15,4,3,10,16,5,25,5,7,-1,20,-1,3,5,21,3,4,14,21,11,17,12,9,13,9,11,8,0
93639,9,14,7,18,50062,0,-1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,6,0,4,0,15,20,18,18,15,25,25,24,24,-1,12,-1,21,10,10,16,9,8,25,12,10,17,10,19,8,19,17,0
237516,6,7,10,11,18915,0,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,24,0,1,0,8,4,16,14,19,5,25,5,11,-1,21,-1,22,11,22,5,12,21,19,11,15,13,13,13,19,19,22,0
263847,8,12,8,6,57362,0,13,2,2,0,2,1,0,0,0,0,0,0,0,0,0,10,1,4,1,13,12,7,9,13,2,25,2,1,-1,7,-1,24,12,14,13,20,13,7,8,4,13,11,12,17,6,9,0
17796,6,18,9,20,24077,0,17,3,2,0,1,1,0,0,0,0,0,0,0,0,0,9,1,4,1,10,11,9,12,23,14,25,15,20,-1,5,-1,10,4,10,10,8,6,10,22,21,11,7,18,12,10,12,0
379154,3,3,13,25,25219,0,13,3,2,0,1,1,0,0,0,0,0,0,0,0,0,10,1,4,1,3,9,16,9,13,23,25,25,24,-1,15,-1,21,7,6,5,6,6,24,10,11,8,1,13,15,14,3,0
336597,8,14,20,5,37184,1,14,2,2,0,2,1,0,0,0,0,0,0,0,0,0,5,0,2,0,14,8,20,16,13,1,25,2,2,-1,11,-1,11,8,19,25,22,9,22,5,25,20,18,20,5,11,15,0
129455,10,16,7,10,62814,0,8,2,2,0,1,1,0,0,0,0,0,0,0,0,0,12,0,2,1,16,14,6,15,13,2,25,2,6,25,16,-1,22,15,14,9,5,5,2,2,23,18,19,20,11,13,16,1
116985,16,22,2,14,43912,0,6,3,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,22,25,14,14,23,14,25,15,23,-1,4,-1,10,5,1,12,6,1,1,21,17,15,11,20,6,12,12,0
251711,4,5,6,8,63223,0,3,3,2,0,2,1,0,0,0,0,0,0,0,0,0,12,0,4,0,5,3,15,12,13,2,25,2,6,-1,17,-1,10,7,10,14,24,5,5,2,23,19,19,18,11,4,14,0
40148,13,20,5,1,58313,0,3,3,2,0,2,1,0,0,0,0,0,0,0,0,0,1,1,4,1,21,9,9,18,13,2,25,2,4,-1,16,-1,22,7,7,15,18,4,4,2,22,20,20,21,9,8,19,0
267421,14,21,5,19,24836,0,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,6,1,4,1,21,10,10,25,24,14,25,14,22,-1,7,-1,4,6,5,7,4,13,11,24,19,19,21,21,3,8,23,0
355895,2,1,18,14,44564,0,15,2,2,0,1,1,0,0,0,0,0,0,0,0,0,16,0,1,0,1,4,23,8,16,5,25,5,7,-1,20,-1,12,5,13,5,7,9,21,12,16,17,11,17,7,13,3,1
324266,3,2,15,16,39564,0,11,2,2,0,1,1,0,0,0,0,0,0,0,0,0,14,1,2,0,2,3,23,2,18,5,25,5,17,-1,23,-1,13,6,15,8,18,10,11,10,8,13,4,12,18,18,6,0
254458,25,25,2,2,52726,0,15,3,2,0,2,1,0,0,0,0,0,0,0,0,0,5,1,4,2,25,15,2,20,13,2,25,2,5,-1,2,-1,11,13,10,15,21,15,7,10,5,20,19,19,13,11,20,0
321894,3,3,7,15,32054,0,8,2,2,1,3,1,0,1,0,1,0,0,0,1,1,17,1,3,0,3,5,16,11,19,5,25,5,11,-1,23,-1,6,6,12,7,2,9,20,11,17,20,19,19,11,6,5,1
190076,25,25,1,8,14711,0,15,2,2,0,1,1,0,0,0,0,0,0,0,0,0,5,1,1,1,25,12,10,15,21,5,25,5,16,-1,19,-1,8,8,14,14,20,15,14,12,14,21,21,19,10,13,21,0
157853,5,15,11,22,63622,0,11,2,2,0,1,1,0,0,0,0,0,0,0,0,0,4,1,4,1,7,14,20,7,24,14,25,15,22,-1,9,-1,10,19,12,2,1,5,12,25,18,5,8,10,18,16,13,0
376665,24,25,1,16,39793,0,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,8,1,3,1,25,14,5,18,22,5,25,5,16,-1,25,-1,8,6,18,10,22,17,16,10,16,23,23,22,3,13,20,0
329588,9,15,3,5,33780,0,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,7,1,3,1,15,17,11,12,16,5,25,5,8,-1,20,-1,3,4,20,10,13,13,15,10,16,22,22,20,8,8,6,0
396854,3,8,15,20,66049,0,22,3,2,0,1,1,0,0,0,0,0,0,0,0,0,16,1,2,0,2,9,18,2,13,11,25,10,16,-1,16,-1,2,5,20,6,10,12,14,10,14,12,1,15,13,4,1,0
172887,5,5,5,24,18996,1,20,1,2,0,1,1,0,0,0,0,0,0,0,0,0,14,1,4,1,6,15,23,4,25,13,25,14,22,-1,4,-1,10,11,15,1,1,5,11,21,18,1,23,11,19,17,1,0
117860,11,18,6,11,18119,0,15,2,2,0,1,1,0,0,0,0,0,0,0,0,0,15,1,1,0,19,11,7,20,17,5,25,5,11,-1,20,-1,8,8,23,4,23,14,20,11,17,24,25,23,2,16,25,1
318774,6,9,9,20,52091,0,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,24,1,1,0,10,7,13,9,20,5,25,5,17,-1,25,-1,13,7,21,5,11,14,15,9,8,9,2,12,20,12,14,0
134321,13,20,2,6,21112,0,5,3,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,1,20,4,1,11,19,5,25,5,11,-1,22,-1,8,6,18,5,15,12,19,11,13,17,16,19,17,8,9,0
249425,6,9,10,5,20707,0,7,2,2,0,2,1,0,0,0,0,0,0,0,0,0,4,0,4,1,9,11,23,4,13,2,25,2,17,-1,12,-1,24,14,7,3,8,6,2,3,24,11,3,12,20,12,6,1
33328,7,11,9,15,16369,0,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,7,1,1,0,12,7,18,18,13,9,25,9,12,-1,11,-1,1,4,12,6,22,9,22,11,9,20,11,21,3,17,19,1
333236,5,7,5,11,23452,0,-1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,9,0,4,1,7,14,20,18,13,2,25,2,6,-1,14,-1,24,14,18,7,25,7,12,3,25,16,9,17,16,6,11,0
146615,6,9,4,24,10004,0,5,2,2,0,2,1,0,0,0,0,0,0,0,0,0,10,0,4,1,9,4,24,17,22,14,25,16,24,-1,1,-1,7,14,12,4,4,9,22,2,21,17,13,22,5,3,13,0
262096,4,18,3,9,25302,0,16,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,1,4,1,18,3,1,25,13,2,25,2,5,-1,10,-1,11,7,5,25,24,14,7,9,3,17,10,16,17,2,21,0
165965,6,8,10,14,43604,0,13,2,2,0,1,1,0,0,0,0,0,0,0,0,0,15,1,3,0,9,10,7,5,21,5,25,4,19,-1,21,-1,25,6,16,6,14,7,14,10,7,16,5,14,16,11,2,0
8491,8,12,8,4,42967,0,-1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,15,0,2,1,13,11,6,12,13,2,25,2,6,-1,8,-1,16,10,20,12,16,6,5,2,23,17,14,15,17,6,10,0
421491,13,20,2,4,40950,0,21,2,2,0,1,1,0,0,0,0,0,0,0,0,0,3,1,4,0,21,9,10,18,21,5,25,5,16,-1,24,-1,8,8,4,16,19,13,14,11,13,23,24,21,5,15,24,0
126406,3,3,14,22,38274,0,2,3,2,0,1,1,0,0,0,0,0,0,0,0,0,15,0,2,0,3,7,11,7,22,5,25,5,16,-1,23,-1,4,1,2,7,13,5,13,11,16,13,3,16,17,14,4,0
145819,12,18,6,3,10070,0,9,2,2,0,1,1,0,0,0,0,0,0,0,0,0,16,1,3,1,19,8,2,21,15,5,25,5,8,-1,22,-1,3,5,10,7,22,7,16,10,16,23,21,22,2,8,19,1
865,11,18,6,7,35129,0,20,1,2,0,1,1,0,0,0,0,0,0,0,0,0,8,1,1,1,19,6,6,17,16,5,25,5,11,-1,20,-1,3,5,5,7,21,9,20,10,17,25,25,24,2,10,24,0
